NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt100_031,100,2,444.48193512600847,442.163704,262.479645,205.53356599999992,24.011660000000006,178.179193,1.4689750000000004,167.43672900000104,110.94248199999996,0,12729,12729,0.000314341846733647,12729,12725,6361,697,11,21/05/27,10000,1,0.8,4,204316,84997,0,0,0,0,0,110,0,0
wt100_036,100,4,372.81779608599027,371.343981,61.090855999999974,50.9490839999998,18.144092999999998,309.655665,0.5596589999999537,28.497924000000694,15.719068999999479,0,30791,30791,0.0005849283462585731,30791,30773,4013,1003,3,21/05/27,10000,1,0.8,4,111810,19263,0,0,0,0,0,110,0,0
wt100_036,100,2,575.4471625300066,572.6225820000001,394.12731800000006,287.4660330000002,35.616322,177.40987700000002,1.0590310000000045,195.38734399999694,116.77911199999906,0,56671,56671,0.0017145685296829892,56671,56574,13096,1256,10,21/05/27,10000,1,0.8,4,205769,45178,0,0,0,0,0,110,0,0
wt100_051,100,4,1.0072432509914506,0.916956,0.17169500000000004,0.14697099999999996,0.14697400000000005,0.005417999999999999,0.709334,0.14649999999999996,0.12605199999999994,0,0,0,0,0,0,1,1,0,21/05/27,10000,1,0.8,4,105943,0,0,0,0,0,0,110,0,0
wt100_051,100,2,1.8399381229828577,1.6450799999999999,0.2933910000000002,0.26075000000000004,0.260753,0.004408999999999996,1.311861,0.2603169999999999,0.22399100000000005,0,0,0,0,0,0,1,1,0,21/05/27,10000,1,0.8,4,198761,0,0,0,0,0,0,110,0,0
wt100_056,100,2,265.18414698698325,264.262213,82.38457,70.40066800000002,19.983175999999986,180.41185399999998,1.4241419999999891,57.099155000000394,35.648183999999816,0,5047,5047,0.012843668470230048,5047,4983,2264,690,5,21/05/27,10000,1,0.8,4,221962,104838,0,0,0,0,0,110,0,0
wt100_056,100,4,5641.797565667977,5606.914723,5454.710924999999,3973.1003779999915,8.187005999999997,151.587682,0.5834820000000036,2938.9710089999317,1835.5530839999983,0,3076,3076,0.0182058920826859,3076,3021,139076,592,276,21/05/27,10000,1,0.8,4,114485,52974,0,0,0,0,0,110,0,0
wt100_066,100,4,6570.983356593992,6519.992767000001,5980.908998,3762.0618659999564,26.93742599999996,538.3853839999999,0.6670129999999972,1384.6815070000725,1010.7905100000062,0,67967,67967,0.0005003900098532623,67981,67947,475330,812,337,21/05/27,10000,1,0.8,4,104634,11762,0,0,0,0,0,110,0,0
wt100_071,100,2,454.00621004001005,451.983339,178.521496,141.71939599999973,59.76735099999996,272.068949,1.3610090000000241,56.71391299999715,37.07514100000128,0,327305,327305,1.5276504735669795e-05,327305,327300,11601,1940,2,21/05/27,10000,1,0.8,4,187002,5484,0,0,0,0,0,110,0,0
wt100_076,100,4,1.763148411992006,1.6662649999999999,0.935175,0.914835,0.9148370000000001,0.004482999999999994,0.697279,0.7155949999999992,0.11812400000000012,0,0,0,0,0,0,86,86,0,21/05/27,10000,1,0.8,4,107744,0,0,0,0,0,0,110,0,0
wt100_076,100,2,3.6263489080010913,3.4585310000000002,2.139293,2.104339,2.104341,0.004276000000000002,1.288091,1.7424709999999997,0.21877100000000027,0,0,0,0,0,0,117,117,0,21/05/27,10000,1,0.8,4,205595,0,0,0,0,0,0,110,0,0
wt100_081,100,4,387.114022439986,386.090691,34.096930999999984,32.36059899999998,22.74046500000003,351.250077,0.7083760000000439,15.924196000001757,6.772241000000008,0,819,819,0.08620689643739138,819,754,1521,1095,1,21/05/27,10000,1,0.8,4,112717,39897,0,0,0,0,0,110,0,0
wt100_081,100,2,410.83443907499895,409.43044799999996,165.295832,137.1793250000001,49.54628300000002,242.80662900000002,1.287427000000008,69.38967600000086,24.884646000000203,0,908,908,0.14791403268278883,908,791,6300,1638,8,21/05/27,10000,1,0.8,4,219398,83326,0,0,0,0,0,110,0,0
wt100_091,100,4,5464.489819891984,5418.6866549999995,4751.291037,2966.1742630000094,39.32275800000002,666.5367669999999,0.8263859999999568,1106.3648469998643,790.697996000054,0,70606,70606,0.0004817092176407341,70616,70582,388094,1094,254,21/05/27,10000,1,0.8,4,116098,10994,0,0,0,0,0,110,0,0
wt100_096,100,4,642.4587755830144,639.098182,299.28582800000004,196.64723700000218,18.99945299999996,338.97464299999996,0.8048710000000483,56.23910000000615,36.583820999994714,0,133587,133587,0.00012727313563477645,133588,133571,26190,735,15,21/05/27,10000,1,0.8,4,104277,8670,0,0,0,0,0,110,0,0
wt100_101,100,4,1.73493228899315,1.645531,0.9319609999999999,0.906535,0.9065380000000001,0.004705000000000001,0.684678,0.7452249999999998,0.12082599999999988,0,0,0,0,0,0,92,92,0,21/05/27,10000,1,0.8,4,110018,0,0,0,0,0,0,110,0,0
